ID;rem;alt;slo;rain;coast;land;pres
970;2,32642;302;9,2005;5617,20947;0,01003;1;0
971;2,1446;275;2,49108;5681,45166;0,01047;1;0
972;2,23995;314;10,7292;5800,08887;0,01024;1;0
973;1,66646;234;23,20046;5789,40674;0,01191;2;0
974;0;167;19,85246;5740,99854;0,01358;2;0
975;0,89521;156;5,98127;5815,32275;0,01445;2;0
976;0;164;21,98396;5763,34668;0,01608;2;0
977;0,99857;123;10,024;5685,90771;0,01613;2;0
978;1,25284;99;4,66831;5612,35059;0,01635;2;0
979;0,64256;83;7,87482;5518,75488;0,01554;2;0
980;2,81195;233;7,92789;5760,14307;0,02705;2;0
981;2,61774;256;14,99796;5692,52197;0,0261;2;0
982;2,81826;336;24,13275;5594,66992;0,02739;2;0
983;2,85892;379;10,024;5511,1377;0,02595;2;0
984;2,95129;428;8,4887;5439,14063;0,02457;2;0
985;3,25902;325;14,99795;5245,02783;0,01584;2;0
986;3,2894;311;13,829;5350,83545;0,0165;2;0
987;3,35088;322;18,23565;5425,6167;0,01756;2;0
988;3,25232;292;17,88651;5463,80273;0,01949;2;0
989;3,10222;265;15,36447;5535,79932;0,02201;2;0
990;3,10532;443;6,15966;5467,38281;0,01677;2;0
991;3,07905;448;12,35959;5381,78906;0,01521;2;0
992;3,06821;413;8,06185;5322,9165;0,01454;2;0
993;3,03321;389;21,34;5204,37939;0,01285;2;0
994;3,12958;438;13,04628;5150,92822;0,01325;2;0
995;1,19993;126;10,40072;5312,35449;0,00412;2;0
996;1,57562;125;7,68299;5316,6665;0,0027;2;0
997;2,04098;83;30,2093;5293,44727;0,00092;2;0
998;1,83248;94;21,42865;5399,5127;0,00249;2;0
999;1,97699;87;12,73105;5460,81885;0,0034;2;0
1000;0,69045;151;6,23558;5416,6665;0,00658;2;0
1001;0,59037;126;10,41391;5331,6167;0,00618;2;0
1002;1,25462;110;10,55771;5281,2832;0,00509;2;0
1003;0;85;13,55752;5302,87988;0,00695;2;0
1004;0,79231;58;17,68612;5322,11084;0,00936;2;0
1005;0,69399;67;7,50471;5501,62061;0,01371;2;0
1006;0;68;3,08875;5443,08936;0,01337;2;0
1007;0;86;21,4783;5383,16992;0,01324;2;0
1008;0;81;18,14399;5300,8335;0,01262;2;0
1009;0;96;19,00055;5315,49072;0,01415;2;0
1010;2,91789;367;13,11781;5389,81689;0,02484;2;0
1011;2,89888;307;20,48477;5340,49316;0,02519;2;0
1012;2,79769;316;10,46646;5229,9126;0,02433;2;0
1013;2,64367;291;13,11442;5163,08691;0,02437;2;0
1014;2,68459;313;8,4887;5077,96338;0,02372;2;0
1015;2,78328;293;24,66353;4890,99902;0,01293;2;0
1016;2,9184;335;7,01501;4982,30078;0,01407;2;0
1017;2,84745;329;3,614;5037,39063;0,01651;2;0
1018;2,9384;322;7,02168;5124,90039;0,01832;2;0
1019;2,90489;291;8,7734;5120,92285;0,01978;2;0
1020;2,39985;270;5,6822;4713,07617;0,00784;2;0
1021;2,4838;283;12,18013;4797,65137;0,00869;2;0
1022;2,62922;288;5,26828;4818,65723;0,01035;2;0
1023;2,83299;337;11,83494;4948,20361;0,01167;2;0
1024;2,92376;388;13,72953;5017,4707;0,0114;2;0
1025;0,7457;35;10,94776;5206,19482;0,00928;2;0
1026;0;61;16,38474;5138,29785;0,00917;2;0
1027;0;58;18,10947;5117,97754;0,00755;2;0
1028;0;63;19,93398;5055,05518;0,00612;2;0
1029;0;62;17,23485;4976,16602;0,00607;2;0
1030;1,07024;142;8,1935;4831,1792;0,01402;2;0
1031;1,53866;167;11,25478;4896,63477;0,01444;2;0
1032;1,93765;196;6,77709;4951,47168;0,0159;2;0
1033;2,08148;213;6,58745;4979,31592;0,0167;2;0
1034;2,1272;236;5,55625;4992,84033;0,01833;2;0
1035;2,64144;297;11,43464;4894,98828;0,01923;2;0
1036;2,51401;289;5,27725;4809,06934;0,0187;2;0
1037;2,40881;294;14,90757;4729,51465;0,01821;2;0
1038;2,38143;294;13,72953;4674,62207;0,0186;2;0
1039;2,15768;298;19,79717;4603,02295;0,01751;2;0
1040;1,90365;279;18,53399;4532,21973;0,01654;2;0
1041;2,23656;235;24,56874;4693,71533;0,01662;2;0
1042;1,84128;152;16,43687;4629,6001;0,01478;2;0
1043;1,42181;103;12,70292;4563,00488;0,01354;2;0
1044;0,86749;103;16,83666;4508,09082;0,01327;2;0
1045;0,76464;56;16,31142;4440,18604;0,00214;2;0
1046;1,22235;73;12,53258;4486,11133;0,00394;2;0
1047;1,80524;120;19,89938;4551,61963;0,00536;2;0
1048;2,03291;188;18,50711;4602,03027;0,00532;2;0
1049;2,13567;237;15,93865;4654,4917;0,00631;2;0
1050;0;139;10,96437;4642,72559;0,00981;2;0
1051;0,41937;152;6,34771;4711,61426;0,0079;2;0
1052;1,0186;146;10,00568;4770,97754;0,00796;2;0
1053;0,60145;114;9,09953;4880,35889;0,00761;2;0
1054;0;127;2,54784;4836,06543;0,01124;2;0
1055;0;109;5,78909;4621,01904;0,01628;2;0
1056;0;101;11,03055;4625,29834;0,01789;2;0
1057;0;82;2,0731;4570,40576;0,0196;4;0
1058;0;78;5,08565;4499,60205;0,01866;2;0
1059;0;75;11,94496;4401,43652;0,01607;2;0
1060;1,65705;271;7,01501;4229,9126;0,0179;2;0
1061;1,77698;274;10,13772;4307,87598;0,01807;2;0
1062;1,89259;264;10,72921;4392,99902;0,01849;2;0
1063;1,99313;253;8,89394;4364,35938;0,01897;2;0
1064;2,10427;241;8,07914;4421,63867;0,01947;2;0
1065;1,33359;271;6,23558;4160,28711;0,01542;2;0
1066;1,40553;278;8,15938;4244,21387;0,01565;2;0
1067;1,71512;292;7,89845;4376,29297;0,01588;2;0
1068;1,8751;282;10,64383;4447,8916;0,01651;2;0
1069;0;181;28,22323;4143,21387;0,01311;2;0
1070;0,80197;33;6,65834;4065,53394;0,00395;2;0
1071;1,36356;64;10,38313;3975,09839;0,00299;2;0
1072;1,65275;87;3,75589;3888,73047;0,00154;2;0
1073;0,86137;35;3,4525;4052,98755;0,00558;2;0
1074;1,16002;45;7,68299;4039,02954;0,00677;2;0
1075;0,6551;114;10,25898;4438,96973;0,00307;2;0
1076;0,55818;121;13,8066;4379,11475;0,00327;2;0
1077;0;99;16,06497;4327,35449;0,00338;2;0
1078;0;95;16,83666;4303,8418;0,00224;2;0
1079;0;89;17,69799;4252,4917;0,00286;2;0
1080;0,5276;144;11,19412;4230,18555;0,01178;2;0
1081;1,01513;194;7,87481;4322,75635;0,00884;4;0
1082;1,47897;220;8,54861;4380,99707;0,00755;2;0
1083;1,26549;243;1,66449;4439,96045;0,00622;2;0
1084;0,77383;172;27,31669;4501,03955;0,00523;2;0
1085;0;76;12,50752;4373,89893;0,01525;3;0
1086;0;65;10,5404;4333,60303;0,01374;3;0
1087;0;54;10,59656;4268,63232;0,01212;2;0
1088;0,52484;39;7,3091;4180,91309;0,01031;4;0
1089;0,47498;30;3,32617;4109,70459;0,00868;4;0
1090;1,03479;87;14,55142;4005,98291;0,00761;3;0
1091;1,58355;175;27,7793;3994,92383;0,00851;2;0
1092;1,86763;223;2,7632;3946,79053;0,0089;2;0
1093;1,86201;216;4,62753;3860,30664;0,00884;2;0
1094;1,76919;215;4,98228;3851,69482;0,01045;2;0
1095;1,1942;222;5,27725;3774,39575;0,00947;2;0
1096;1,46655;228;8,11363;3856,16431;0,01117;2;0
1097;1,23312;243;5,05767;3944,76514;0,01286;2;0
1098;1,0892;260;2,93053;4058,20532;0,01445;2;0
1099;1,10694;208;4,41793;3709,55884;0,00855;2;0
1100;0;215;19,15781;3844,14233;0,00788;2;0
1101;1,97457;66;28,68958;3821,53394;0,0012;2;0
1102;1,8259;128;27,05325;3787,57227;0,00222;2;0
1103;1,48628;180;1,5455;3773,38599;0,00401;2;0
1104;1,54639;165;14,05686;3734,61548;0,00376;2;0
1105;0,54601;59;10,74618;4180,27588;0,00432;2;0
1106;0,49958;50;6,77016;4161,10449;0,00323;4;0
1107;0,50081;39;6,54454;4159,78711;0,00136;4;0
1108;0;42;1,5455;4122,05273;0,00232;4;0
1109;0;34;1,80219;4094,52734;0,00378;4;0
1110;0;13;5,16865;3963,24219;0,00903;4;0
1111;0,26921;17;2,93053;3984,75342;0,01063;4;0
1112;0,32448;11;5,13193;4011,39355;0,01112;2;0
1113;0,32149;19;3,49358;3959,89526;0,00926;4;0
1114;0,32042;19;4,05975;3935,20142;0,00779;4;0
1115;0;13;2,49108;3831,20435;0,00293;2;0
1116;0;29;1,9789;3938,82983;0,00528;2;0
1117;0;28;1,80219;3931,9187;0,00605;2;0
1118;0;31;3,10413;3994,75073;0,00646;4;0
1119;0,37075;21;4,0127;3923,69116;0,0047;3;0
1120;0;42;20,59992;3623,87158;0,00098;4;0
1121;0;40;23,48559;3679,08301;0,00105;3;0
1122;1,7407;207;5,2413;3787,45654;0,00916;2;0
1123;1,71878;190;7,10127;3698,54272;0,00751;2;0
1124;1,6739;156;11,50964;3673,87207;0,00585;2;0
1125;0,73005;181;5,2413;3637,35181;0,00662;2;0
1126;0;182;9,99191;3647,05884;0,00555;3;0
1127;0;164;9,46247;3577,20972;0,00615;3;0
1128;0,65085;145;14,99794;3515,22534;0,00488;2;0
1129;0,72652;117;9,37438;3475,30029;0,00441;2;0
1130;0;15;5,2413;3731,98853;0,00255;2;0
1131;0;14;4,19771;3660,60596;0,00159;4;0
1132;0;13;7,39178;3619,95752;0,00139;3;0
1133;0;18;3,4525;3593,95972;0,00208;2;0
1134;0,31229;21;3,41091;3552,22095;0,00134;2;0
1135;0,7259;110;5,6822;3430,67847;0,00416;2;0
1136;0,56624;98;5,75642;3379,70532;0,0043;2;0
1137;0,82189;95;4,87667;3281,25;0,00256;2;0
1138;1,20778;85;11,06758;3215,85913;0,00141;2;0
1139;0;90;2,49108;3409,1626;0,00486;3;0
1140;0,25743;28;0,92744;3513,79761;0,00321;4;0
1141;0;24;3,70493;3452,80225;0,00175;4;0
1142;0;41;11,25478;3418,53027;0,00238;2;0
1143;0;24;2,78039;3396,44019;0,00323;2;0
1144;3,99303;127;17,91467;5376,30225;0,00256;2;0
1145;3,81692;95;31,0113;5332,52441;0,0031;2;0
1146;3,74398;91;21,8913;5325,60693;0,00464;2;0
1147;3,61783;54;9,01793;5258,24805;0,00383;2;0
1148;3,75722;29;14,23428;5243,39355;0,00046;2;0
1149;5,83651;40;15,38426;6459,13135;0,00048;2;0
1150;5,82862;91;14,73971;6478,54102;0,00391;2;0
1151;5,7962;44;9,93205;6412,97314;0,00357;2;0
1152;5,76186;53;10,51873;6384,00781;0,00587;2;0
1153;5,77318;78;10,83492;6408,02979;0,0073;2;0
1154;3,52417;505;22,03546;5515,51318;0,03246;1;0
1155;3,52926;474;29,53567;5541,76611;0,03411;1;0
1156;3,78487;499;5,26831;5717,58154;0,03546;1;0
1157;3,785;452;23,06846;5686,55518;0,0338;1;0
1158;3,71566;406;31,1837;5617,74072;0,03218;1;0
1159;5,7613;122;9,32014;6406,88428;0,00916;2;0
1160;5,77118;146;13,46897;6430,5083;0,01067;2;0
1161;5,74742;181;11,76611;6430,73779;0,01253;2;0
1162;5,74134;200;17,50928;6455,02002;0,01407;2;0
1163;5,78388;267;32,33778;6491,44238;0,01276;2;0
1164;5,05247;48;6,88012;6945,40723;0,01195;2;0
1165;5,09919;48;7,59134;6921,49121;0,01096;2;0
1166;5,17513;54;7,98642;6900;0,01101;2;0
1167;5,31182;79;13,70376;6876,5166;0,01111;2;0
1168;5,3137;71;6,28068;6867,32178;0,01368;2;0
1169;4,48318;137;15,51043;7000;0,00624;1;0
1170;4,37673;189;11,39099;7000;0,0078;2;0
1171;4,27998;159;23,51146;7000;0,00947;2;0
1172;4,13142;55;24,17463;6998,68408;0,01013;2;0
1173;4,15632;31;2,22837;7000;0,01177;2;0
1174;2,72988;639;19,04613;2556,88135;0,02641;1;0
1175;2,65312;546;32,94724;2571,99683;0,02514;2;0
1176;2,51471;480;35,00963;2557,677;0,02353;2;0
1177;2,36205;442;24,82478;2534,6062;0,02114;2;0
1178;2,17053;418;12,76276;2488,4646;0,0193;2;0
1179;1,29235;404;15,77294;3241,05005;0,0242;3;0
1180;1,88081;436;21,50764;3272,07642;0,02648;2;0
1181;2,10559;439;19,14931;3291,16943;0,028;2;0
1182;1,71544;396;30,16561;3182,17969;0,02505;1;0
1183;2,00413;381;26,10394;3163,08667;0,02632;1;0
1184;2,27777;493;23,9409;3801,90942;0,03841;2;0
1185;2,46701;526;6,49411;3822,59351;0,03979;1;0
1186;2,48372;508;15,73178;3907,7168;0,04073;1;0
1187;2,34197;455;18,6076;3927,60547;0,03985;1;0
1188;2,66633;552;26,65061;3801,11377;0,04076;1;0
1189;3,71217;491;23,90325;4982,49805;0,05234;1;0
1190;3,74836;556;28,58024;4893,39697;0,05255;1;0
1191;3,48234;454;12,82904;4954,65381;0,04986;2;0
1192;3,34453;432;23,47915;4887,82813;0,04833;2;0
1193;3,21151;406;28,28593;4821,00244;0,04674;2;0
1194;3,38643;196;18,76698;5404,13672;0,04627;1;0
1195;3,53193;192;22,94352;5447,8916;0,04768;1;0
1196;3,73461;239;21,7927;5465,7915;0,0501;1;0
1197;3,89552;271;20,2617;5443,11865;0,05192;1;0
1198;4,03438;289;6,15966;5484,48682;0,05335;1;0
1199;3,87941;369;25,87716;5719,17285;0,04486;1;0
1200;4,00144;418;22,62968;5798,72705;0,04471;1;0
1201;4,10112;406;26,20662;5865,55273;0,04375;1;0
1202;4,24472;400;17,54777;5930,38965;0,04232;1;0
1203;4,26105;424;18,66092;5979,71338;0,04002;1;1
1204;5,62153;209;13,88321;6852,42627;0,02377;1;0
1205;5,58866;235;16,40566;6879,4751;0,02517;1;0
1206;5,59604;283;22,19572;6892,60156;0,02679;1;0
1207;5,5655;290;19,56354;6917,66113;0,02826;1;0
1208;5,60511;310;19,63626;6929,19629;0,02991;1;0
1209;4,40597;245;7,89846;7000;0,01656;2;0
1210;4,47106;261;8,93028;7000;0,0184;2;0
1211;4,47456;277;9,43809;7000;0,01956;2;0
1212;4,49283;310;6,15967;7000;0,02189;2;0
1213;4,60513;275;11,25883;7000;0,0223;2;0
1214;4,2895;243;4,98229;6977,72461;0,01764;2;0
1215;4,30231;222;7,59133;6981,2749;0,01565;2;0
1216;4,28013;189;12,64997;6983,79248;0,01377;2;0
1217;4,18522;194;6,06726;6974,31641;0,01192;2;0
1218;4,08399;178;6,91408;6952,80615;0,01028;2;0
1219;4,25811;286;13,35638;6971,36035;0,02047;2;0
1220;4,24207;268;7,17995;6964,20068;0,01861;2;0
1221;4,13854;219;18,81968;6940,73193;0,01785;2;0
1222;3,97892;128;29,63448;6912,8877;0,018;1;0
1223;4,01274;176;24,99615;6916,46777;0,01643;2;0
1224;3,01383;190;18,31084;6675,71045;0,01083;2;0
1225;3,13769;169;23,06006;6706,89648;0,0124;2;0
1226;3,37103;108;19,76842;6744,55225;0,01407;2;0
1227;3,50834;68;12,78714;6763,96777;0,01362;2;0
1228;3,56654;31;10,28129;6767,63477;0,01196;2;0
1229;1,04138;425;24,21965;1795,94275;0,02331;3;0
1230;1,04487;426;30,78057;1825,77563;0,02462;2;0
1231;1,66173;487;33,98357;1850,03979;0,0263;2;0
1232;1,86995;531;41,12744;1887,43042;0,02813;2;0
1233;2,12358;518;41,19219;1942,323;0,02996;2;0
1234;2,55752;573;17,32292;2025,05969;0,03334;1;0
1235;2,24401;484;41,27131;2025,85522;0,03147;3;0
1236;2,45541;644;42,80206;2089,49878;0,03282;2;0
1237;2,64923;766;33,38005;2162,29126;0,03466;1;0
1238;2,79344;841;18,06351;2231,50366;0,03651;1;0
1239;3,40942;974;21,0163;2695,3064;0,03615;1;0
1240;3,51507;1060;21,50237;2704,85278;0,03768;1;0
1241;3,52355;1114;18,05423;2715,99048;0,03923;1;0
1242;3,618;1198;19,97466;2731,10571;0,04155;1;0
1243;3,69306;1265;21,35299;2783,61182;0,04341;1;0
1244;5,63962;637;5,13194;4662,68896;0,06914;1;0
1245;5,64433;644;14,37863;4600,63623;0,06823;1;0
1246;5,64158;678;21,50231;4536,99268;0,06664;1;0
1247;5,34708;504;17,15374;4655,52881;0,06503;1;0
1248;5,48414;569;17,67664;4627,68506;0,06592;1;0
1249;5,0966;518;11,2225;5772,07617;0,06089;1;0
1250;5,05474;535;9,01791;5688,54395;0,0617;1;0
1251;4,98377;521;22,93361;5609,38721;0,0611;1;0
1252;4,84057;445;22,40996;5610,97852;0,05945;1;0
1253;4,66746;350;24,39733;5609,38721;0,05698;1;0
1254;4,6975;301;23,73885;5810,66016;0,05557;1;0
1255;4,8141;350;19,03959;5858,39307;0,05652;1;0
1256;4,98288;396;14,31746;5902,5459;0,05742;1;0
1257;5,09084;448;17,97762;5858,79102;0,05926;1;0
1258;5,2325;494;7,9279;5897,37451;0,06019;1;0
1259;5,63153;736;11,67358;6896,5791;0,05897;1;0
1260;5,68036;798;23,02853;6876,69043;0,05794;1;0
1261;5,61697;714;19,36205;6919,25195;0,05711;1;0
1262;5,56861;682;7,97475;6949,08496;0,05555;1;1
1263;5,55929;660;19,47158;6975,33789;0,05401;1;1
1264;4,97559;361;8,06186;7000;0,03451;2;0
1265;4,85171;321;5,48787;7000;0,03266;2;0
1266;4,70018;357;7,3091;7000;0,03082;2;0
1267;4,55827;351;2,54785;7000;0,0292;2;0
1268;4,52527;313;28,40562;6998,01123;0,02833;2;0
1269;3,84969;316;15,61329;6866,74609;0,02912;2;0
1270;3,7014;310;15,10213;6837,31104;0,02781;2;0
1271;3,53653;293;20,78165;6809,86475;0,02599;2;0
1272;3,47582;159;16,11305;6805,48926;0,0233;2;0
1273;3,75413;145;24,96677;6833,3335;0,02514;2;0
1274;4,11501;384;8,48869;6844,47119;0,03475;2;0
1275;4,00483;371;4,36393;6839,69775;0,03297;2;0
1276;3,88412;362;2,62161;6833,73096;0,03121;2;0
1277;3,95929;367;3,17988;6867,54199;0,03187;2;0
1278;3,48831;325;4,62754;6785,20264;0,02708;2;0
1279;0;322;14,47914;1694,51074;0,03857;3;0
1280;1,39008;445;15,87381;1788,78284;0,04003;3;0
1281;0;371;13,58379;1710,42163;0,03761;3;0
1282;0;390;20,13807;1741,8457;0,03924;3;0
1283;0;449;40,23051;1646,77808;0,03514;2;0
1284;3,95436;1551;25,72047;2694,51074;0,05838;1;0
1285;3,84594;1450;36,47676;2658,71118;0,05849;1;0
1286;3,74998;1353;32,72739;2625,29834;0,05822;1;0
1287;3,60565;1266;25,96737;2559,26807;0,05727;1;0
1288;3,44826;1171;20,93096;2548,92603;0,0587;1;0
1289;5,40383;1666;17,63146;3505,96655;0,07253;1;0
1290;5,39541;1695;11,48602;3447,09619;0,07119;1;0
1291;5,3684;1742;6,34776;3388,22583;0,06975;1;0
1292;5,36124;1721;4,58642;3364,35962;0,06789;1;0
1293;5,41758;1775;27,03771;3339,69775;0,06602;1;0
1294;5,68956;772;20,3351;4505,1709;0,06835;1;1
1295;5,66477;834;23,36411;4442,32275;0,06825;1;0
1296;5,6194;905;23,61585;4381,06592;0,06672;1;0
1297;5,69668;697;28,74579;4568,81445;0,0692;1;0
1298;5,73606;682;32,96987;4535,40186;0,07021;1;0
1299;5,7408;584;8,7258;5292,76074;0,07836;1;0
1300;5,7645;609;12,22811;5372,31494;0,07803;1;1
1301;5,75627;603;20,74125;5439,93652;0,07646;1;0
1302;5,71098;587;21,1499;5458,23389;0,07503;1;1
1303;5,72931;639;27,85731;5530,23047;0,07417;1;0
1304;5,66492;653;12,60394;5711,21729;0,07108;1;0
1305;5,66043;629;20,4926;5804,69385;0,06955;1;0
1306;5,6365;611;19,22837;5823,78662;0,06808;1;0
1307;5,71065;706;18,61654;5691,32861;0,07254;1;0
1308;5,6286;621;11,64256;5740,25439;0,0689;1;0
1309;5,74651;851;26,66399;6477,72461;0,07592;1;0
1310;5,75763;869;15,17109;6420,04785;0,07695;1;0
1311;5,78296;926;11,46234;6358,79102;0,07732;1;1
1312;5,82954;850;51,97733;6332,5376;0,07679;1;1
1313;5,84853;923;53,14168;6292,36279;0,07712;1;0
1314;5,56291;588;19,79721;6875,09961;0,06448;1;1
1315;5,59246;629;12,78716;6872,31494;0,06367;1;1
1316;5,6056;658;11,97134;6869,92822;0,06329;1;1
1317;5,60326;637;8,5269;6896,5791;0,06107;1;1
1318;5,62186;686;11,42276;6898,56787;0,06;1;1
1319;4,9909;510;15,45731;6915,27441;0,05124;2;1
1320;4,90779;474;6,19014;6945,90283;0,04891;2;0
1321;4,84333;465;5,55626;6938,34521;0,04712;2;0
1322;4,80283;465;2,18514;6926,81006;0,04535;2;0
1323;4,75886;484;7,48601;6911,69434;0,04358;2;0
1324;4,6023;442;6,53017;6871,51953;0,04006;2;1
1325;4,35113;419;14,35109;6850,03955;0,03832;2;0
1326;4,59033;436;19,90957;6844,07324;0,04074;2;0
1327;4,64286;440;24,03321;6842,48193;0,04254;2;1
1328;4,21879;420;23,48558;6842,08447;0,03714;2;0
1329;4,0716;369;8,26132;6657,12012;0,04244;2;0
1330;3,89865;349;8,48871;6669,45117;0,0447;2;0
1331;4,1488;337;5,94969;6715,59277;0,04597;2;0
1332;4,72178;375;20,70265;6748,60791;0,04618;2;0
1333;4,78684;377;20,9003;6749,00537;0,0485;2;0
1334;1,22666;132;6,91409;6280,82715;0,02682;2;0
1335;1,80678;146;7,92789;6288,78271;0,02945;2;0
1336;1,86532;145;8,10791;6329,35547;0,03088;2;0
1337;2,24091;153;5,85387;6338,90234;0,03275;2;0
1338;2,4977;145;5,62378;6324,18457;0,03426;2;0
1339;2,85793;188;14,60849;6267,70068;0,03518;2;0
1340;2,68669;162;9,99192;6293,55615;0,03594;2;0
1341;2,68252;177;9,61217;6297,53369;0,03575;2;0
1342;2,71065;176;11,11266;6336,51563;0,03734;2;0
1343;2,81815;190;12,52901;6400,95459;0,03712;2;0
1344;0,80138;520;21,01049;1789,97607;0,04478;2;0
1345;0,78498;432;29,43272;1776,84961;0,04572;2;0
1346;0,77002;394;18,18544;1745,82336;0,04486;3;0
1347;0;381;14,2898;1743,43677;0,04343;3;0
1348;0,77084;381;24,62916;1757,75659;0,04247;3;0
1349;3,26894;1122;21,48582;2482,10034;0,05786;1;0
1350;3,06009;1050;22,31469;2441,52734;0,05824;2;0
1351;3,50486;1118;19,88533;2606,20532;0,06054;1;0
1352;3,65361;1162;28,87158;2668,25781;0,0619;1;0
1353;2,9175;984;21,11608;2354,01758;0,05578;2;0
1354;5,16921;1476;26,48782;3401,75024;0,08065;1;0
1355;5,19155;1524;29,34298;3414,479;0,07979;1;1
1356;5,21948;1570;14,55143;3425,61646;0,07894;1;0
1357;5,2641;1580;9,6837;3442,323;0,07762;1;0
1358;5,18184;1522;14,7605;3369,13281;0,07708;1;0
1359;5,48598;1089;25,50406;3773,26978;0,08934;1;0
1360;5,54042;1200;16,35347;3843,27759;0,0899;1;0
1361;5,59757;1212;22,67228;3910,10352;0,09118;1;0
1362;5,58371;1299;31,91584;3923,62769;0,09302;1;0
1363;5,5635;1130;23,19398;3892,60132;0,08934;1;0
1364;5,75043;876;18,3313;4196,49951;0,09069;1;1
1365;5,78742;823;14,78707;4256,16553;0,09051;1;1
1366;5,76522;798;23,16919;4285,60059;0,09268;1;0
1367;5,72035;832;21,47832;4261,73438;0,09423;1;0
1368;5,69309;825;28,18351;4288,78271;0,0964;1;1
1369;5,90425;632;14,14126;4743,83447;0,09958;1;0
1370;5,92834;595;12,91233;4772,47412;0,09812;1;0
1371;5,94581;577;15,67682;4824,18457;0,09894;1;0
1372;5,91123;632;9,27544;4735,87891;0,10144;1;0
1373;5,94806;585;13,94029;4820,20703;0,10081;1;0
1374;5,93653;631;27,81153;5355,6084;0,0993;1;0
1375;5,93829;617;25,10604;5418,45654;0,09747;1;0
1376;5,97757;566;12,52902;5393,79492;0,09713;1;1
1377;5,97663;510;14,10691;5347,65332;0,09761;1;0
1378;5,94928;531;18,40366;5332,5376;0,09896;1;1
1379;5,76565;964;12,432;6309,4668;0,0791;1;1
1380;5,79019;983;11,94498;6260,14307;0,08022;1;1
1381;5,81712;1002;14,82242;6216,38818;0,08137;1;1
1382;5,77059;972;12,78713;6250,59668;0,08171;1;0
1383;5,77727;922;5,46199;6198,09082;0,0835;1;1
1384;5,11367;547;9,85779;6783,21387;0,0648;1;0
1385;5,07464;514;15,41238;6752,18799;0,06597;1;1
1386;5,00726;476;14,34193;6717,97949;0,06716;1;0
1387;4,95362;423;30,66831;6670,24658;0,06894;1;0
1388;4,86138;408;17,63141;6625,29834;0,06917;1;0
1389;2,29451;1052;5,85395;1948,28955;0,05798;1;0
1390;2,31879;1095;14,76345;1931,1853;0,05651;1;0
1391;2,36968;1069;23,76125;1904,53455;0,05465;1;0
1392;2,10984;1056;17,84675;1952,66504;0,05805;1;0
1393;1,7392;993;24,18877;1964,99597;0,05887;1;0
1394;2,97387;1404;2,18514;2198,09058;0,07304;1;0
1395;3,05109;1363;21,29918;2143,198;0,07176;1;0
1396;3,06713;1308;12,54331;2090,69214;0,07021;1;0
1397;2,94445;1235;17,92396;2046,93713;0,06897;1;0
1398;2,81219;1162;18,22193;2003,18213;0,06666;1;0
1399;3,17748;1367;41,93964;2619,72949;0,08522;2;0
1400;3,35639;1385;41,36798;2612,56958;0,08464;2;0
1401;3,46756;1354;40,28528;2606,20532;0,08409;2;0
1402;3,49942;1352;26,28954;2633,25366;0,08363;1;0
1403;3,50829;1298;16,26952;2661,0979;0,0829;1;0
1404;3,56483;1263;18,44648;3203,65942;0,09629;2;0
1405;3,81105;1264;29,51773;3225,93481;0,09515;2;0
1406;3,7328;1310;20,24795;3266,50757;0,09694;1;0
1407;3,74856;1269;24,38661;3320,60449;0,09818;1;0
1408;3,54833;1187;34,52324;3347,65308;0,10054;1;0
1409;5,70188;963;20,00712;4343,67529;0,10187;1;1
1410;5,73989;971;14,19409;4377,08838;0,10331;1;1
1411;5,7557;938;9,20055;4388,22607;0,10551;1;0
1412;5,8476;724;19,53012;4548,92578;0,10581;1;1
1413;5,8222;780;21,50037;4500,39795;0,10507;1;0
1414;5,9546;404;36,45976;5045,34619;0,10274;1;0
1415;5,94443;339;25,92303;5124,90039;0,10186;1;0
1416;5,90133;338;34,75045;4981,70264;0,10478;1;0
1417;5,86936;260;2,8481;4916,46777;0,10475;1;0
1418;5,83235;248;13,72952;4875,89502;0,10304;1;0
1419;5,88044;355;31,50744;5030,23047;0,10343;1;0
1420;5,83561;415;20,49271;4987,27148;0,1017;1;1
1421;5,8647;450;21,12172;5081,94092;0,1022;1;0
1422;5,89057;472;19,38111;5196,49951;0,10209;1;1
1423;5,87243;520;16,70218;5217,97949;0,10035;1;1
1424;2,55025;1312;12,25386;2270,48535;0,07809;1;0
1425;2,55214;1283;15,78656;2191,72632;0,07626;1;0
1426;2,45575;1256;14,60852;2168,65552;0,07593;1;0
1427;2,3264;1213;14,35722;2124,10498;0,0753;1;0
1428;2,39332;1191;7,97475;2083,53223;0,0743;1;0
1429;1,23139;1291;15,94691;2646,77808;0,09309;2;0
1430;1,79802;1308;11,65029;2747,81226;0,09489;1;0
1431;1,73109;1319;4,15226;2737,47021;0,09338;1;0
1432;2,02776;1357;5,68224;2751,79004;0,09263;1;0
1433;0,7577;1216;10,11519;2540,17505;0,0933;2;0
1434;2,81123;646;11,61143;3265,71191;0,10216;2;0
1435;2,97766;740;2,41332;3316,62695;0,10038;1;0
1436;3,17426;672;21,77828;3350,03979;0,0992;1;0
1437;3,28892;627;23,55168;3392,99927;0,09922;1;0
1438;3,4495;535;18,53408;3452,66504;0,09869;1;0
1439;3,88492;433;31,42506;3377,08838;0,06906;2;0
1440;3,45984;474;24,12669;3252,9834;0,06673;2;0
